Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Late_delivery_risk,Category Id,Customer Id,Customer Zipcode,Department Id,Latitude,Longitude,Order Customer Id,Order Id,Order Item Cardprod Id,Delivery Status
68,4,4,37.77000046,429.1799927,0,66,18276,95148,4,37.32554245,-121.7993469,18276,74723,1353,83
68,2,4,-193.4299927,120.8899994,0,18,7795,96822,4,21.30562019,-157.8386993,7795,26821,403,65
68,3,4,76.26999664,200.7100067,0,76,20655,44060,4,41.71363831,-81.36167908,20655,77102,1363,65
68,4,4,12.09000015,120.8899994,0,18,2454,95051,4,37.34306717,-121.9839325,2454,41608,403,83
68,5,4,32.63999939,120.8899994,1,18,150,7083,4,33.68896103,-117.9957428,150,47009,403,76
68,2,4,24.84000015,118.2900009,0,18,10671,90805,4,33.79319763,-118.1895294,10671,49916,403,65
68,2,4,6.170000076,54.59000015,0,17,11924,92683,4,33.75820923,-118.0019073,11924,29746,365,65
68,4,4,94.01999664,191.8699951,0,70,16086,33068,4,26.21472931,-80.23004913,16086,72533,1357,83
68,4,4,22.5,225,0,24,4398,91702,5,34.13932037,-117.9074402,4398,48608,502,83
68,2,4,15.39999962,220,0,24,5687,33324,5,26.0984993,-80.27095032,5687,45506,502,65
68,3,4,52.18999863,173.9600067,0,29,8534,78201,5,29.46007919,-98.52754211,8534,45027,627,65
68,4,4,84.98000336,169.9600067,0,29,3372,8540,5,40.35742188,-74.64842224,3372,46308,627,83
68,6,4,65.73000336,210,1,24,10927,8861,5,40.50980377,-74.26966858,10927,43685,502,76
68,4,4,70.13999939,207.5,0,24,3597,33162,5,25.93001556,-80.16291046,3597,41893,502,83
68,5,4,56.02999878,207.5,1,24,2052,45140,5,39.27056122,-84.27059174,2052,46339,502,76
68,3,4,12.86999989,207.5,0,24,4399,23455,5,36.91083145,-76.12958527,4399,46667,502,65
68,3,4,64.16999817,205,0,24,185,40214,5,38.15983963,-85.59026337,185,47647,502,65
68,6,4,100.4499969,205,1,24,3441,14094,5,43.16891098,-78.69216156,3441,48565,502,76
68,5,4,71.75,205,1,24,11947,60608,5,41.89491653,-87.76180267,11947,43889,502,76
68,4,4,72.59999847,200,0,24,1555,10314,5,40.58441544,-74.15991974,1555,45138,502,83
68,6,4,67.48000336,149.9600067,1,29,9399,85719,5,32.27982712,-110.9582291,9399,44160,627,76
68,5,4,21.19000053,187.5,1,24,2792,2360,5,41.92736816,-70.7484436,2792,49214,502,76
68,6,4,59.97999954,124.9499969,1,40,10118,44120,6,41.47653961,-81.72341919,10118,41825,906,76
68,5,4,35.61000061,118.6999969,1,40,8544,10458,6,40.87030411,-73.87062073,8544,44504,885,76
68,2,4,39.90999985,118.0800018,0,40,4296,14580,6,42.42012024,-79.31320953,4296,44496,886,65
68,5,4,23.27000046,74.34999847,1,41,4391,95207,6,37.92684937,-121.3893051,4391,45559,926,76
68,5,4,30.88999939,67.16000366,1,41,2882,79109,6,35.18754196,-101.8676224,2882,44074,924,76
68,3,4,11.40999985,131.1600037,0,37,3283,25401,6,39.45571137,-77.96917725,3283,49857,825,65
68,2,4,53.97999954,119.9599991,0,44,397,21502,7,39.6300354,-78.74319458,397,41786,977,65
68,3,4,82.15000153,186.7100067,0,6,4104,61554,2,40.56959915,-89.64508057,4104,48042,116,65
68,2,4,66.48999786,474.9500122,0,9,12214,32308,3,30.49767876,-84.23183441,12214,44301,191,65
68,2,4,80.98999786,299.9500122,0,17,10699,32225,4,30.35342217,-81.51309204,10699,41591,365,65
68,2,4,54.77000046,165.9600067,0,29,2091,2895,5,42.00220108,-71.51410675,2091,44981,627,65
68,6,4,-265,200,1,24,10474,95206,5,38.1355629,-121.2693405,10474,41545,502,76
68,6,4,51.15999985,196.7599945,1,37,7504,30058,6,33.71007919,-84.11247253,7504,49910,818,76
68,6,4,85.48999786,284.9500122,1,3,7518,60453,2,41.7158165,-87.7405777,7518,19590,44,76
68,6,4,59.13000107,174.9499969,1,11,1738,48213,3,42.39391327,-83.00836945,1738,43650,235,76
68,3,4,84.13999939,494.9500122,0,9,1622,91801,3,34.10591126,-118.1196442,1622,15202,191,65
68,3,4,65.83000183,137.1499939,0,13,1325,6511,3,42.34568787,-83.52059174,1325,15462,273,65
68,6,4,43.11999893,489.9500122,1,9,5505,14120,3,43.02910233,-78.87342072,5505,15155,191,76
68,2,4,242.4799957,484.9500122,0,9,4210,85029,3,33.58987427,-112.1163712,4210,64451,191,65
68,4,4,-115.4199982,484.9500122,0,9,11229,70065,3,30.0380249,-90.25691986,11229,67028,191,83
68,2,4,109.1100006,484.9500122,0,9,9385,15301,3,40.33852005,-80.1289444,9385,62336,191,65
68,5,4,52.43999863,155.1499939,1,13,900,49423,3,29.50280953,-98.5945282,900,11334,282,76
68,6,4,9.600000381,479.9500122,1,9,6217,19067,3,40.20738983,-74.79347992,6217,62885,191,76
68,4,4,230.3800049,479.9500122,0,9,9466,38128,3,35.21362686,-89.82608032,9466,66998,191,83
68,3,4,41.79999924,474.9500122,0,9,4596,98023,3,47.30304337,-122.3528137,4596,47002,191,65
68,6,4,47.5,474.9500122,1,9,5206,92113,3,32.69542313,-117.0990067,5206,63445,191,76
68,2,4,218.4799957,474.9500122,0,9,2823,60626,3,42.0063591,-87.66739655,2823,67566,191,65
68,5,4,-9.81000042,166.1999969,1,11,10408,90027,3,34.12594605,-118.2910156,10408,18884,235,76
68,6,4,82.66000366,165.3300018,1,11,11011,10457,3,40.87142944,-73.87063599,11011,18845,235,76
68,5,4,174.3600006,464.9500122,1,16,40,90805,3,33.56687927,-117.7633209,40,66854,359,76
68,6,4,159.2299957,454.9500122,1,9,11636,60637,3,41.88238525,-88.20149994,11636,46955,191,76
84,3,4,49.97000122,101.9800034,0,17,7454,91790,4,34.06787491,-117.9273758,7454,55002,365,65
84,6,4,46.90999985,101.9800034,1,17,5138,93003,4,34.24124908,-119.1945419,5138,60445,365,76
84,2,4,32.36000061,99.58000183,0,17,8696,20009,4,38.91826248,-77.03946686,8696,53586,365,65
84,4,4,36.84999847,99.58000183,0,17,2329,33594,4,27.96565437,-82.25280762,2329,56618,365,83
84,6,4,49.79000092,99.58000183,1,17,12431,96744,4,21.41555023,-157.803894,12431,51865,365,76
84,3,4,35,100,0,24,10860,93003,5,34.26494217,-119.218605,10860,2937,502,65
84,2,4,43,100,0,24,12094,11218,5,40.64059448,-73.97518921,12094,54446,502,65
84,4,4,0,99,0,24,5088,92057,5,33.22548676,-117.3070679,5088,58623,502,83
84,2,4,21.77000046,79.18000031,0,29,2200,76116,5,32.73230743,-97.47290802,2200,7411,627,65
84,4,4,10.96000004,97,0,24,10966,2360,5,41.95851135,-70.66861725,10966,5348,502,83
84,3,4,41.27999878,96,0,24,3997,11218,5,40.64059448,-73.97518921,3997,59742,502,65
84,4,4,26.87000084,76.77999878,0,29,8746,44120,5,41.48426819,-81.5922699,8746,59498,627,83
84,5,4,34.18999863,75.98000336,1,29,3687,19145,5,39.92448425,-75.1757431,3687,3459,627,76
84,6,4,35.70999908,75.98000336,1,29,9162,95240,5,38.11602402,-121.3637238,9162,8470,627,76
84,6,4,11.88000011,95,1,24,8993,93308,5,35.40139771,-119.0448837,8993,53455,502,76
84,5,4,18.52000046,132.3000031,1,26,5875,19143,5,39.94662857,-75.21822357,5875,2014,565,76
84,5,4,17.44000053,46.5,1,26,2502,90813,5,33.78245163,-118.1922455,2502,55899,567,76
84,3,4,30.22999954,93,0,24,9563,95122,5,37.3288765,-121.8501511,9563,52582,502,65
84,3,4,-162.75,93,0,24,7259,37130,5,35.75965881,-86.26461029,7259,56222,502,65
84,5,4,24.60000038,72.77999878,1,29,3131,92009,5,33.0895195,-117.2552032,3131,57829,627,76
84,3,4,35.99000168,71.98000336,0,29,4140,45011,5,39.3985405,-84.55661774,4140,56217,627,65
84,4,4,17.12999916,71.98000336,0,29,4539,77083,5,29.69653702,-95.6459198,4539,5893,627,83
84,4,4,41.40000153,90,0,24,6071,10031,5,40.82476044,-73.94992065,6071,5528,502,83
84,3,4,23.38999939,71.98000336,0,29,8730,94541,5,37.67551041,-122.0496826,8730,367,627,65
84,4,4,21.42000008,90,0,24,9634,8302,5,39.42603684,-75.23985291,9634,52353,502,83
84,5,4,28.17000008,90,1,24,8010,25401,5,39.45571137,-77.96917725,8010,1784,502,76
84,3,4,-11.47000027,70.37999725,0,29,3484,11706,5,40.74032211,-73.30113983,3484,60317,627,65
84,2,4,29.04000092,88,0,24,7307,60067,5,42.11048508,-88.08236694,7307,6776,502,65
84,3,4,23.48999977,87,0,24,1975,30080,5,33.08282852,-82.9998703,1975,4487,502,65
84,2,4,19.12999916,85,0,24,629,91406,5,34.1971817,-118.4865265,629,9681,502,65
84,4,4,5.96999979,66.37999725,0,29,11753,33055,5,25.94878006,-80.28707886,11753,60868,627,83
84,2,4,7.210000038,65.58000183,0,26,5375,90046,5,34.09960938,-118.3507385,5375,53231,572,65
84,2,4,21.63999939,65.58000183,0,29,1695,55106,5,44.95698166,-93.06536865,1695,52601,627,65
84,6,4,-9.050000191,65.58000183,1,29,9884,8817,5,40.52578354,-74.39421845,9884,4660,627,76
84,5,4,7.21999979,82,1,24,8498,77520,5,29.73701477,-94.96875763,8498,3539,502,76
84,2,4,37.59999847,80,0,24,5375,90046,5,34.09960938,-118.3507385,5375,53231,502,65
84,4,4,36.79999924,80,0,24,7534,91342,5,34.31019974,-118.4530792,7534,54488,502,83
84,2,4,16.20000076,59.99000168,0,29,7307,60067,5,42.11048508,-88.08236694,7307,6776,627,65
84,5,4,27.59000015,59.99000168,1,29,123,97701,5,44.05973816,-12.13093758,123,52549,627,76
84,2,4,12.75,75,0,24,8498,77520,5,29.73701477,-94.96875763,8498,60361,502,65
84,6,4,19,63.34000015,1,37,9162,95240,6,38.11602402,-121.3637238,9162,8470,825,76
84,3,4,13.69999981,47.22999954,0,40,8925,33055,6,25.89801979,-80.24020386,8925,5712,905,65
84,5,4,15.82999992,35.97999954,1,36,5981,55337,6,44.77007294,-93.28409576,5981,9309,804,76
84,6,4,26.44000053,84.45999908,1,37,7347,11746,6,40.85692978,-73.39674377,7347,8095,822,76
84,3,4,-45.88999939,262.2000122,0,73,19445,725,2,18.29136658,-66.03705597,19445,75892,1360,65
68,2,4,103.2399979,245.8099976,0,73,19444,94087,2,37.34466934,-122.0356674,19444,75891,1360,65
68,6,2,81.94000244,327.75,1,73,19443,77478,2,29.60960579,-95.61593628,19443,75890,1360,76
68,5,4,24.34000015,324.4700012,1,73,19442,725,2,18.26264191,-66.03705597,19442,75889,1360,76
80,4,4,-36.29999924,321.2000122,0,73,19441,2135,2,42.34962845,-71.15328217,19441,75888,1360,83
68,3,4,111.2699966,317.9200134,0,73,19440,725,2,18.25866509,-66.03705597,19440,75887,1360,65
84,2,4,114.2099991,314.6400146,0,73,19439,92840,2,33.77395248,-117.9618988,19439,75886,1360,83
80,6,2,-71.30000305,311.3599854,1,73,19438,725,2,18.21509743,-66.0370636,19438,75885,1360,76
84,5,4,37.16999817,309.7200012,1,73,19437,58501,2,46.81184387,-100.7877197,19437,75884,1360,76
68,2,1,146.3099976,304.8099976,1,73,19436,725,2,18.20598602,-66.03705597,19436,75883,1360,76
84,3,4,74.55999756,298.25,0,73,19435,20878,2,39.14162064,-77.2270813,19435,75882,1360,65
68,2,4,59,294.980011,0,73,19434,725,2,18.20355415,-66.03705597,19434,75881,1360,65
68,6,4,83.63999939,288.4200134,1,73,19433,58501,2,46.81184387,-100.7877197,19433,75880,1360,76
84,5,4,136.8699951,285.1400146,1,73,19432,96817,2,21.32156754,-157.8721771,19432,75879,1360,76
68,4,4,20.88999939,278.5899963,0,73,19431,30047,2,33.90219879,-84.15373993,19431,75878,1360,83
84,3,4,-55.06000137,275.3099976,0,73,19430,725,2,18.21857071,-66.03705597,19430,75877,1360,65
84,2,4,36.18000031,272.0299988,0,73,19429,23455,2,36.91083145,-76.12958527,19429,75876,1360,65
80,6,2,131.6900024,268.7600098,1,73,19428,91702,2,34.13932037,-117.9074402,19428,75875,1360,76
80,5,4,91.76999664,262.2000122,1,73,19427,90813,2,33.78245163,-118.1922455,19427,75874,1360,76
84,4,4,-163.9600067,245.8099976,0,73,19426,10458,2,40.86618042,-73.87023926,19426,75873,1360,83
84,3,4,144.2100067,327.75,0,73,19425,725,2,18.27690888,-66.03705597,19425,75872,1360,65
68,2,1,32.45000076,324.4700012,1,73,19424,84604,2,40.3957901,-111.5488815,19424,75871,1360,76
68,2,1,93.15000153,321.2000122,1,73,19423,38401,2,35.56920242,-87.08045197,19423,75870,1360,76
68,2,1,79.48000336,317.9200134,1,73,19422,725,2,18.25554657,-66.03705597,19422,75869,1360,76
84,2,1,100.6800003,314.6400146,1,73,19421,95207,2,37.92684937,-121.3893127,19421,75868,1360,76
84,0,0,149.4499969,311.3599854,0,73,19420,30062,2,34.02061462,-84.42745972,19420,75867,1360,83
80,0,0,80.52999878,309.7200012,0,73,19419,725,2,18.23998261,-66.03705597,19419,75866,1360,83
67,0,0,-34.75,304.8099976,0,73,19418,49423,2,42.83187103,-86.07852173,19418,75865,1360,83
84,5,4,146.1399994,298.25,1,73,19417,745,2,42.25645828,-83.41688538,19417,75864,1360,76
80,4,4,22.12000084,294.980011,0,73,19416,11212,2,40.66080093,-73.92007446,19416,75863,1360,83
84,3,4,-447.0499878,288.4200134,0,73,19415,725,2,18.2498951,-66.0370636,19415,75862,1360,65
68,2,4,106.9300003,285.1400146,0,73,19414,80219,2,39.68975067,-105.0245895,19414,75861,1360,65
68,6,4,-459.6700134,278.5899963,1,73,19413,48180,2,42.52365494,-85.69445801,19413,75860,1360,76
84,5,4,-61.93999863,275.3099976,0,73,19412,725,2,18.29883003,-66.0370636,19412,75859,1360,83
68,4,2,111.5299988,272.0299988,1,73,19411,60637,2,41.7828064,-87.61464691,19411,75858,1360,76
68,3,4,131.6900024,268.7600098,0,73,19410,725,2,18.29244614,-66.0370636,19410,75857,1360,65
68,2,2,85.22000122,262.2000122,0,73,19409,48205,2,42.40109634,-82.92513275,19409,75856,1360,83
80,2,1,63.90999985,245.8099976,1,73,19408,725,2,18.20002747,-66.03704834,19408,75855,1360,76
68,5,2,-273.019989,327.75,1,73,19407,37130,2,36.04489517,-86.35327148,19407,75854,1360,76
80,4,2,-259.5799866,324.4700012,1,73,19406,725,2,18.23353386,-66.0370636,19406,75853,1360,76
68,3,4,20.23999977,321.2000122,0,73,19405,44102,2,41.47214127,-81.73681641,19405,75852,1360,65
84,2,4,111.2699966,317.9200134,0,73,19404,725,2,18.28108215,-66.03705597,19404,75851,1360,65
68,6,4,0,314.6400146,1,73,19403,14094,2,43.16891098,-78.69216156,19403,75850,1360,76
80,5,4,97.45999908,311.3599854,1,73,19402,725,2,18.20433235,-66.03705597,19402,75849,1360,76
80,4,2,89.8199997,309.7200012,1,73,19401,63301,2,38.77838135,-90.50777435,19401,75848,1360,76
84,3,2,85.34999847,304.8099976,0,73,19400,90046,2,34.09960938,-118.3507385,19400,75847,1360,83
84,2,4,125.2699966,298.25,0,73,19399,95014,2,37.32138825,-122.0307388,19399,75846,1360,65
80,6,4,91.44000244,294.980011,1,73,19398,725,2,18.23747444,-66.0370636,19398,75845,1360,76
84,5,4,77.87000275,288.4200134,1,73,19397,65807,2,37.15639114,-93.28601074,19397,75844,1360,76
80,4,2,82.69000244,285.1400146,1,73,19396,725,2,18.28423882,-66.03704834,19396,75843,1360,76
84,3,4,69.65000153,278.5899963,0,73,19395,92692,2,33.64875412,-117.6374283,19395,75842,1360,65
68,2,4,134.8999939,275.3099976,0,73,19394,90042,2,34.11436462,-118.192482,19394,75841,1360,65
67,6,2,-199.3999939,272.0299988,1,73,19393,725,2,18.23448372,-66.0370636,19393,75840,1360,76
84,5,2,-215,268.7600098,1,73,19392,30075,2,34.0256691,-84.35742188,19392,75839,1360,76
80,2,1,82.0699997,262.2000122,1,73,19391,725,2,18.2726593,-66.03705597,19391,75838,1360,76
67,2,1,76.94000244,245.8099976,1,73,19390,48197,2,42.24398804,-83.61991119,19390,75837,1360,76
67,2,2,-540.789978,327.75,0,73,19389,11218,2,40.64059448,-73.97518921,19389,75836,1360,83
68,6,2,-146.0099945,324.4700012,1,73,19388,725,2,18.28867149,-66.0370636,19388,75835,1360,76
80,5,2,93.15000153,321.2000122,1,73,19387,85345,2,33.57873154,-112.266098,19387,75834,1360,76
68,2,1,149.4199982,317.9200134,1,73,19386,725,2,18.20901108,-66.03705597,19386,75833,1360,76
67,2,1,31.45999908,314.6400146,1,73,19385,92843,2,33.76652145,-117.9461899,19385,75832,1360,76
80,2,1,0,311.3599854,1,73,19384,725,2,18.29984283,-66.03705597,19384,75831,1360,76
80,6,4,151.7599945,309.7200012,1,73,19383,8021,2,39.81664658,-74.98467255,19383,75830,1360,76
80,5,4,146.3099976,304.8099976,1,73,19382,38127,2,35.28209686,-89.97310638,19382,75829,1360,76
68,4,4,20.87999916,298.25,0,73,19381,37013,2,36.0810051,-86.6870575,19381,75828,1360,83
68,3,4,95.87000275,294.980011,0,73,19380,725,2,18.27984047,-66.03704834,19380,75827,1360,65
67,2,4,135.5599976,288.4200134,0,73,19379,84118,2,40.65987396,-112.0028687,19379,75826,1360,65
68,6,4,74.13999939,285.1400146,1,73,19378,725,2,18.25708389,-66.03704834,19378,75825,1360,76
67,5,4,78,278.5899963,1,73,19377,93304,2,35.36254501,-119.0186996,19377,75824,1360,76
84,4,4,-183.6300049,275.3099976,0,73,19376,725,2,18.21950722,-66.03704834,19376,75823,1360,83
68,3,4,98.75,272.0299988,0,73,19375,91344,2,34.07363892,-117.7083511,19375,75822,1360,65
68,2,4,26.87999916,268.7600098,0,73,19374,725,2,18.25214958,-66.03705597,19374,75821,1360,65
68,6,4,91.76999664,262.2000122,1,73,19373,32308,2,30.49506187,-84.24580383,19373,75820,1360,76
68,5,4,-180.1799927,245.8099976,1,73,19372,725,2,18.2536087,-66.0370636,19372,75819,1360,76
84,4,4,-251.3800049,327.75,0,73,19371,11550,2,40.68703461,-73.62446594,19371,75818,1360,83
67,3,4,-237.8399963,324.4700012,0,73,19370,725,2,18.26331902,-66.03705597,19370,75817,1360,65
84,2,4,28.27000046,321.2000122,0,73,19369,11103,2,40.76861954,-73.90949249,19369,75816,1360,65
68,6,4,87.43000031,317.9200134,1,73,19368,95020,2,37.01370621,-121.5893478,19368,75815,1360,76
80,5,4,82.75,314.6400146,1,73,19367,725,2,18.21694946,-66.03705597,19367,75814,1360,76
80,4,2,116.7600021,311.3599854,1,73,19366,91702,2,34.13360977,-117.9058914,19366,75813,1360,76
80,3,2,148.6699982,309.7200012,1,73,19365,725,2,18.28720284,-66.03705597,19365,75812,1360,76
80,2,1,-72.54000092,304.8099976,1,73,19364,28645,2,36.11019898,-81.52600861,19364,75811,1360,76
68,6,2,146.1399994,298.25,1,73,19363,43228,2,40.88164902,-81.25228119,19363,75810,1360,76
68,5,2,129.7899933,294.980011,1,73,19362,97321,2,44.63076019,-123.1084366,19362,75809,1360,76
68,4,2,112.4800034,288.4200134,1,73,19361,791,2,18.1501503,-65.82595062,19361,75808,1360,76
80,1,0,76.98999786,285.1400146,1,73,19360,725,2,18.24564171,-66.03705597,19360,75807,1360,76
68,1,0,75.22000122,278.5899963,1,73,19359,11757,2,40.68665695,-73.37553406,19359,75806,1360,76
68,1,0,123.8899994,275.3099976,1,73,19358,44035,2,41.42148209,-82.09407044,19358,75805,1360,76
68,1,0,133.3000031,272.0299988,1,73,19357,725,2,18.20097351,-66.03704834,19357,75804,1360,76
67,1,0,90.83999634,268.7600098,1,73,19356,92504,2,33.93642426,-117.4205856,19356,75803,1360,76
84,1,0,-43.79000092,262.2000122,0,73,19355,725,2,18.29039574,-66.03705597,19355,75802,1360,83
68,1,0,92.18000031,245.8099976,1,73,19354,90745,2,33.83179474,-118.261322,19354,75801,1360,76
68,6,4,40.97000122,327.75,1,73,19353,85204,2,33.41001129,-111.7717972,19353,75800,1360,76
68,5,4,45.43000031,324.4700012,1,73,19352,725,2,18.26308632,-66.03705597,19352,75799,1360,76
84,4,4,144.5399933,321.2000122,0,73,19351,96818,2,21.343153,-157.906601,19351,75798,1360,83
84,3,4,31.79000092,317.9200134,0,73,19350,725,2,18.26687813,-66.03705597,19350,75797,1360,65
80,6,2,57.59999847,120,1,24,8707,725,5,18.23131371,-66.37062836,8707,5895,502,76
80,6,2,12.71000004,112.5,1,24,12069,725,5,18.22298622,-66.37062836,12069,3130,502,76
80,2,2,95.62000275,254.9700012,0,9,9597,725,3,18.24115372,-66.37056732,9597,49521,191,83
80,6,2,35.33000183,113.9700012,1,29,9702,725,5,18.27383804,-66.37063599,9702,30305,627,76
80,5,2,-19.12000084,254.9700012,1,9,1362,725,3,18.29496765,-66.37050629,1362,50054,191,76
80,3,2,28.51000023,178.1699982,1,17,9467,725,4,18.24503517,-66.3706131,9467,27772,365,76
80,3,2,12.96000004,172.7700043,1,17,9114,725,4,18.2848053,-66.37059021,9114,47752,365,76
80,2,2,36.22999954,170.0700073,0,17,2546,725,4,18.20116615,-66.37051392,2546,31296,365,83
80,2,2,6.21999979,163.7700043,0,17,2240,725,4,18.28177071,-66.3705368,2240,22076,365,83
80,6,2,-102.0299988,152.9700012,1,17,11650,725,4,18.22202492,-66.37055969,11650,25665,365,76
80,2,2,64.5,150,0,24,2546,725,5,18.20116615,-66.37051392,2546,31296,502,83
80,5,2,44.15000153,95.98000336,1,29,10368,725,5,18.21871948,-66.37054443,10368,22819,627,76
80,5,2,-4.110000134,65.30999756,1,41,6489,725,6,18.25518417,-66.3706131,6489,27099,917,76
80,3,2,-57.56000137,35.97999954,1,41,10533,725,6,18.29124832,-66.37056732,10533,28292,924,76
80,5,2,28.18000031,156.5700073,1,17,11292,725,4,18.23452568,-66.37062073,11292,39159,365,76
80,6,2,34.41999817,114.7200012,1,6,7864,725,2,18.28279495,-66.37055969,7864,32090,116,76
80,2,2,-215.4799957,293.9700012,0,9,47,725,3,18.22754669,-66.04360199,47,34631,191,83
80,5,2,72.52999878,278.9700012,1,9,6405,725,3,18.28764534,-66.3706131,6405,37669,191,76
80,5,2,53.54000092,152.9700012,1,17,6405,725,4,18.28764534,-66.3706131,6405,37669,365,76
80,4,2,66.93000031,145.5,1,24,11169,725,5,18.27466202,-66.37058258,11169,34773,502,76
80,6,2,13.94999981,139.5,1,24,2426,725,5,18.23387528,-66.3705368,2426,40085,502,76
80,3,2,59.13000107,335.9700012,1,9,8133,725,3,18.2833519,-66.37052155,8133,47262,191,76
80,2,2,42.99000168,122.8399963,0,37,1429,725,6,18.2248497,-66.37051392,1429,44771,835,83
80,6,2,138.5899963,395.9599915,1,9,9120,725,3,18.26249504,-66.3705368,9120,13890,191,76
80,2,2,0,126.6800003,0,13,12221,725,3,18.23684692,-66.37060547,12221,17071,276,83
80,2,2,141.1100006,391.9599915,0,9,9415,725,3,18.24496269,-66.37059021,9415,11321,191,83
80,4,2,77.05000305,227.9600067,1,17,10018,725,4,18.24069786,-66.37055969,10018,64813,365,76
80,3,2,58.45000076,201.5700073,1,17,54,725,4,18.02538109,-66.61508179,54,17162,365,76
80,3,2,17.73999977,201.5700073,1,17,542,725,4,18.35921478,-66.07779694,542,12827,365,76
80,2,2,-146.6000061,200,0,24,724,725,5,18.2275734,-66.0435791,724,11936,502,83
80,3,2,54.86999893,156.7599945,1,29,8897,725,5,18.20705986,-66.37054443,8897,68337,627,76
80,2,2,83.59999847,190,0,24,7112,725,5,18.24979973,-66.37058258,7112,45746,502,83
80,4,2,85.05000305,189,1,24,10018,725,5,18.24069786,-66.37055969,10018,64813,502,76
80,2,2,-148.8000031,186,0,24,1086,725,5,18.27879143,-66.37057495,1086,13736,502,83
80,3,2,-33.91999817,145.5599976,1,29,7112,725,5,18.24979973,-66.37058258,7112,49622,627,76
80,5,2,68.40000153,180,1,24,2916,725,5,18.24411583,-66.37062836,2916,19444,502,76
80,2,2,37.11000061,127.9700012,0,29,11329,725,5,18.29944229,-66.37052155,11329,63936,627,83
80,3,2,-25.48999977,84.97000122,1,40,7112,725,6,18.24979973,-66.37058258,7112,49622,893,76
80,2,2,186.1000061,395.9599915,0,9,11339,725,3,18.24774361,-66.37059784,11339,51911,191,83
80,5,2,38.41999817,339.9700012,1,9,10166,725,3,18.26596832,-66.37063599,10166,58239,191,76
80,4,2,131.0299988,335.9700012,1,9,3091,725,3,18.20471764,-66.37059021,3091,56678,191,76
80,3,2,93.58000183,239.9600067,1,17,5007,725,4,18.24984551,-66.37050629,5007,53202,365,76
80,4,2,-25.5,203.9700012,1,17,1070,725,4,18.24146652,-66.3705368,1070,58738,365,76
80,6,2,98.76999664,201.5700073,1,17,6871,725,4,18.26157761,-66.37051392,6871,56260,365,76
80,3,2,90.72000122,189,1,24,2339,725,5,18.28203011,-66.37054443,2339,5042,502,76
80,3,2,61.18000031,135.9700012,1,29,5007,725,5,18.24984551,-66.37050629,5007,53202,627,76
80,2,2,-115.5999985,170,0,24,4232,725,5,18.20086861,-66.37054443,4232,55511,502,83
80,4,2,50.95000076,203.8000031,1,37,8986,725,6,18.21183395,-66.3705368,8986,54128,823,76
80,5,2,-69.90000153,94.45999908,1,40,6491,725,6,18.22026825,-66.37062836,6491,21244,885,76
80,3,2,14.13000011,227.9600067,1,17,9114,725,4,18.2848053,-66.37059021,9114,47752,365,76
80,5,2,84.23000336,215.9600067,1,17,5564,725,4,18.23062706,-66.37049866,5564,31239,365,76
80,3,2,51.15999985,196.7700043,1,17,7955,725,4,18.28871346,-66.37050629,7955,45772,365,76
80,2,2,51.90000153,153.5599976,0,29,5728,725,5,18.23424339,-66.3706131,5728,24661,627,83
80,5,2,62.40000153,192,1,24,1362,725,5,18.29496765,-66.37050629,1362,50054,502,76
80,5,2,3.799999952,151.9600067,1,29,9704,725,5,18.27477646,-66.37055969,9704,22924,627,76
80,3,2,90.72000122,189,1,24,8485,725,5,18.29919052,-66.3705368,8485,21902,502,76
80,5,2,13.11999989,131.1699982,1,29,11216,725,5,18.28240585,-66.37050629,11216,21534,627,76
80,2,2,50.84000015,164,0,24,4741,725,5,18.23557282,-66.3706131,4741,45461,502,83
80,6,2,-76.76999664,95.95999908,1,40,12160,725,6,18.28954887,-66.37055206,12160,24160,885,76
80,5,2,76.36000061,166,1,24,11292,725,5,18.23452568,-66.37062073,11292,39159,502,76
80,3,2,36.74000168,126.6800003,1,13,6352,725,3,18.23068428,-66.37052918,6352,32102,282,76
80,4,2,102.2900009,208.7700043,1,17,5870,725,4,18.2865181,-66.37051392,5870,37763,365,76
80,3,2,95.98000336,191.9700012,1,17,11776,725,4,18.2077198,-66.37060547,11776,37867,365,76
80,6,2,67.48999786,179.9700012,1,17,7060,725,4,18.26106262,-66.3705368,7060,31905,365,76
80,5,2,-53.99000168,179.9700012,1,17,3466,725,4,18.29281044,-66.3705368,3466,36269,365,76
80,3,2,56.33000183,179.9700012,1,17,11776,725,4,18.2077198,-66.37060547,11776,37867,365,76
80,6,2,48.04000092,145.5599976,1,29,2426,725,5,18.23387528,-66.3705368,2426,40085,627,76
80,6,2,52.70000076,170,1,24,2426,725,5,18.23387528,-66.3705368,2426,40085,502,76
80,5,2,-652.4299927,434.9599915,1,9,1834,725,3,18.27898979,-66.37052918,1834,48374,191,76
80,5,2,76.90000153,227.5,1,24,9451,725,5,18.23650742,-66.37051392,9451,48434,502,76
80,5,2,174.9799957,499.9500122,1,9,2439,725,3,18.28514671,-66.37062836,2439,17719,191,76
80,2,2,114.3899994,439.9599915,0,9,6416,725,3,18.27504158,-66.37062836,6416,15766,191,83
80,5,2,136.75,290.9500122,1,17,6310,725,4,18.25740433,-66.37059784,6310,12179,365,76
80,6,2,18.67000008,248.9600067,1,17,9029,725,4,18.26050758,-66.37062073,9029,66275,365,76
